message_id;original_message_id;summary_line_number;cluster;subject;source_tag;specialist;summary;texto_limpo;decisao;justificativa;
sellside-4baac507-636a-49d7-a994-0f229dead5ea__line_0014;sellside-4baac507-636a-49d7-a994-0f229dead5ea;14;24;Global Markets Comment: Tariff Relief Lowers the Tail Risks (Wilson/Chang);us_macro_economy;generic/qualitative-research;Three linked reasons explain why the deep tail can be down-weighted. The China reversal was larger and quicker than expected, pulling back worst-case scenarios like a prolonged trade freeze. The repeated pattern of reversals signals an Administration willing to adjust policy under market or economic pressure â€” directly countering the April fear that its tolerance for damage ran high. And the relief has eased financial conditions, which mechanically lowers the odds of severe outcomes. **The circularity cuts both ways: easier conditions reduce risk now, but could reverse just as quickly.**;three linked reasons explain why the deep tail can be down-weighted. the china reversal was larger and quicker than expected, pulling back worst-case scenarios like a prolonged trade freeze. the repeated pattern of reversals signals an administration willing to adjust policy under market or economic pressure â€” directly countering the april fear that its tolerance for damage ran high. and the relief has eased financial conditions, which mechanically lowers the odds of severe outcomes. **the circularity cuts both ways: easier conditions reduce risk now, but could reverse just as quickly.**;util;;
sellside-54aac918-719c-45f9-8d55-cd82b29ff335__line_0010;sellside-54aac918-719c-45f9-8d55-cd82b29ff335;10;24;Global Markets Comment: After the Tariffsâ€”Still Room to Price Recession (Wilson/Chang);us_macro_economy;generic/qualitative-research;"- [REDACTED] judges the current price discount insufficient on its own to floor the market, and argues an average recession is not yet fully reflected; its equity strategists put the recessionary S&P 500 trough near 4600.";"- judges the current price discount insufficient on its own to floor the market, and argues an average recession is not yet fully reflected; its equity strategists put the recessionary s&p 500 trough near 4600.";util;;
sellside-4d16b3fd-5ecb-479b-b29a-476e1c8dfafd__line_0002;sellside-4d16b3fd-5ecb-479b-b29a-476e1c8dfafd;2;24;"Global Markets Comment: Too Early for the ""All Clear"" (Wilson/Chang)";us_macro_economy;generic/qualitative-research;- Market growth pricing has moved to roughly match the reaffirmed baseline of weak, non-recessionary growth, leaving effectively no discount for the recession scenario.;- market growth pricing has moved to roughly match the reaffirmed baseline of weak, non-recessionary growth, leaving effectively no discount for the recession scenario.;util;;
sellside-7290fb83-9788-4718-b3e3-edf3ae95443a__line_0001;sellside-7290fb83-9788-4718-b3e3-edf3ae95443a;1;25;Global Markets Comment: Macro Pricing Updateâ€”More Balanced Growth Pricing, Room to Price a More Dovish Fed (Chang);us_macro_economy;monetary-policy/context-analysis;Landscape. - Market-implied US growth now sits at ~1.6%, down from ~2% before last week's payrolls, landing between [REDACTED]'s near-term (~1% H2 average) and medium-term (1.8% 2026 Q4/Q4) forecasts.;landscape. - market-implied us growth now sits at ~1.6%, down from ~2% before last week's payrolls, landing between 's near-term (~1% h2 average) and medium-term (1.8% 2026 q4/q4) forecasts.;util;;
sellside-ae0e4fd7-1169-4ac2-8948-e994dcdca916__line_0001;sellside-ae0e4fd7-1169-4ac2-8948-e994dcdca916;1;26;Global Markets Comment: US Growth Pricingâ€”More Balanced, but Not Out of the Woods (Wilson/Chang);us_macro_economy;generic/qualitative-research;Definitive impacts. - Q1 US GDP tracking estimate cut to 1.6%, driven by consumer- and housing-related data misses.;definitive impacts. - q1 us gdp tracking estimate cut to 1.6%, driven by consumer- and housing-related data misses.;util;;
sellside-a86aa401-6a28-45a9-ac9d-13a606554383__line_0001;sellside-a86aa401-6a28-45a9-ac9d-13a606554383;1;27;Global Markets Daily: US Household Balance Sheets Remain In Fine Health (Viswanathan);us_macro_economy;generic/qualitative-research;Definitive impacts. - Total consumer debt balances rose ~3% year-over-year, led by HELOCs and mortgage debt, while auto loan and credit card originations continued to slow.;definitive impacts. - total consumer debt balances rose ~3% year-over-year, led by helocs and mortgage debt, while auto loan and credit card originations continued to slow.;util;;
sellside-e1d00af7-dee9-4128-b571-a2396e024824__line_0001;sellside-e1d00af7-dee9-4128-b571-a2396e024824;1;28;"Global Markets Daily: UK ""Sahm Rule"" Says Buy Gilts";us_macro_economy;monetary-policy/qualitative-research;"Definitive impacts. - UK unemployment rate stands at 4.97%, with the ""Sahm"" indicator (latest rate minus the trailing-12m low) at 0.71 â€” just below the ~0.75 recession threshold flagged by MPC member Megan Greene.";"definitive impacts. - uk unemployment rate stands at 4.97%, with the ""sahm"" indicator (latest rate minus the trailing-12m low) at 0.71 â€” just below the ~0.75 recession threshold flagged by mpc member megan greene.";util;;
sellside-8bd874e5-73b0-42cc-8875-91c3e4a8bd9c__line_0001;sellside-8bd874e5-73b0-42cc-8875-91c3e4a8bd9c;1;29;US Daily: The Breakeven Rate Debate: How Many Jobs Do We Need to Create?;us_macro_economy;generic/qualitative-research;Definitive impacts. - Civilian noninstitutional population growth is estimated to slow from 2mn in 2025 (0.8%) to 1.2mn in 2026 (0.4%), driven by lower net immigration and slower native-born growth.;definitive impacts. - civilian noninstitutional population growth is estimated to slow from 2mn in 2025 (0.8%) to 1.2mn in 2026 (0.4%), driven by lower net immigration and slower native-born growth.;util;;
sellside-817abbb0-3430-41cc-9257-6d71d4eb1cb5__line_0001;sellside-817abbb0-3430-41cc-9257-6d71d4eb1cb5;1;30;European Economics Analyst: EUâ€”Whatâ€™s the Deal With the Deal? EU-US Trade Scenarios (Pierdomenico/Taddei);us_macro_economy;generic/qualitative-research;"Definitive impacts. - US measures have already raised the effective duty rate on EU exports by 8pp; the baseline sectoral tariff on critical goods would lift the total to 15pp â€” the highest in almost a century.";"definitive impacts. - us measures have already raised the effective duty rate on eu exports by 8pp; the baseline sectoral tariff on critical goods would lift the total to 15pp â€” the highest in almost a century.";util;;
sellside-31c243b4-c7ca-4d10-a8c5-ad7b63bfb104__line_0014;sellside-31c243b4-c7ca-4d10-a8c5-ad7b63bfb104;14;31;G10 Inflation Monitor: Inflation Cools in the UK;us_macro_economy;inflation/context-analysis;The energy shock is the cross-cutting theme. **Oil's surge on the war in Iran lifted energy inflation into the double digits across every DM, most extreme in the US and Canada.** This lands on a core backdrop that is still normalizing, which is why breadth and core measures can keep improving even as headline pressure builds from energy.;the energy shock is the cross-cutting theme. **oil's surge on the war in iran lifted energy inflation into the double digits across every dm, most extreme in the us and canada.** this lands on a core backdrop that is still normalizing, which is why breadth and core measures can keep improving even as headline pressure builds from energy.;util;;
sellside-91705c66-6a98-4daf-8e04-c063412baf04__line_0008;sellside-91705c66-6a98-4daf-8e04-c063412baf04;8;31;"G10 Inflation Monitor: Energy Lifts Headline; Core Surprises to the Downside Outside the US";us_macro_economy;inflation/context-analysis;- Core services are cooling in Canada (0.4% vs 2.9%), the Euro area (2.5% vs 3.4%) and the US (3.6% vs 3.8%), moving sideways in the UK (4.6%), but reaccelerating in Japan (1.1% vs 0.1%).;- core services are cooling in canada (0.4% vs 2.9%), the euro area (2.5% vs 3.4%) and the us (3.6% vs 3.8%), moving sideways in the uk (4.6%), but reaccelerating in japan (1.1% vs 0.1%).;util;;
sellside-746eff85-b644-4a4f-8178-f8dcc2f76388__line_0012;sellside-746eff85-b644-4a4f-8178-f8dcc2f76388;12;31;G10 Inflation Monitor: Firmer in the Euro Area;us_macro_economy;inflation/context-analysis;- Upside (broad): energy spillovers from the war in Iran are the dominant swing factor â€” [REDACTED] end-2026 forecasts are now all above consensus, and the analyst frames the energy pass-through to the wider basket as the key reason Euro-area core is expected to firm rather than fall.;- upside (broad): energy spillovers from the war in iran are the dominant swing factor â€” end-2026 forecasts are now all above consensus, and the analyst frames the energy pass-through to the wider basket as the key reason euro-area core is expected to firm rather than fall.;util;;
sellside-5fd5f25d-2409-4909-84ec-31aae9d6916b__line_0012;sellside-5fd5f25d-2409-4909-84ec-31aae9d6916b;12;32;G10 Inflation Monitor: Inflation Breadth Eases Across DMs (Peters);us_macro_economy;inflation/context-analysis;Risks. - The report frames Canada as the outlier where disinflation is least advanced â€” dispersion remains wide, statistical core measures stay elevated relative to exclusion-based measures, and September core surprised to the upside on non-core goods and volatile services.;risks. - the report frames canada as the outlier where disinflation is least advanced â€” dispersion remains wide, statistical core measures stay elevated relative to exclusion-based measures, and september core surprised to the upside on non-core goods and volatile services.;util;;
sellside-184264b3-93ed-4ede-b93c-da6bfbaac009__line_0014;sellside-184264b3-93ed-4ede-b93c-da6bfbaac009;14;32;G10 Inflation Monitor: Firmer in Japan (Peters);us_macro_economy;inflation/context-analysis;Beneath the aggregates, the composition is the story. Goods disinflation is doing much of the work outside Japan, while services remain the sticky piece almost everywhere the US is not. **The US is the mirror image of the group â€” goods and services both cooling there even as they firm across Europe, Canada and Japan â€” which is why US core sits mid-pack despite a December uptick in the trimmed measure.**;beneath the aggregates, the composition is the story. goods disinflation is doing much of the work outside japan, while services remain the sticky piece almost everywhere the us is not. **the us is the mirror image of the group â€” goods and services both cooling there even as they firm across europe, canada and japan â€” which is why us core sits mid-pack despite a december uptick in the trimmed measure.**;util;;
sellside-2094b027-c6ce-4829-959b-ff03d943d1d6__line_0003;sellside-2094b027-c6ce-4829-959b-ff03d943d1d6;3;32;[REDACTED] FX Morning Notes: A Dose Of G10 Data;us_macro_economy;inflation/context-analysis;- Tokyo 'Global' core CPI measure rose three-tenths, pointing to broader inflation pressure beyond rice.;- tokyo 'global' core cpi measure rose three-tenths, pointing to broader inflation pressure beyond rice.;util;;
sellside-bee7045a-6863-4770-b4d8-c3aba15ae9f2__line_0009;sellside-bee7045a-6863-4770-b4d8-c3aba15ae9f2;9;33;Global Markets Analyst: The Financial System Implications of Payment Stablecoins (Zu/Marshall);us_macro_economy;generic/qualitative-research;Opinative impacts. - [REDACTED] sees adoption for payment purposes (outside of crypto trading) as slow for now: for consumers, a stablecoin is essentially another non-interest-bearing instrument, similar to a gift card, without a clear value proposition versus existing rewards programs â€” an assessment attributed to the house's equity analysts.;opinative impacts. - sees adoption for payment purposes (outside of crypto trading) as slow for now: for consumers, a stablecoin is essentially another non-interest-bearing instrument, similar to a gift card, without a clear value proposition versus existing rewards programs â€” an assessment attributed to the house's equity analysts.;util;;
